id,english,arabic,french,uri,description,image_uri_remote,vt,uatv
183197,Greenwich apparent time (GAT),توقيت غر ينتش الظاهري,heure GAT,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=183197,التوقيت المحلي الظاهري عند خط طول (زوال) غر ينتش، وهو القوس على خط الاستواء السماوي، أو الزاوية عند القطب السماوي المحصورة بين الجزء الأدنى لخط الطول السماوي عند غر ينتش والدائرة الساعية,,True,True
183198,Greenwich hour angle (GHA),زاوية غر ينتش الساعية,angle GHA,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=183198,هي البعد الزاوي إلى الغرب من خط الطول (الزوال) السماوي لغر ينتش، وهي القوس عند خط الاستواء السماوي، أو الزاوية عند القطب السماوي المحصورة بين الجزء الأعلى لخط طول غر ينتش السماوي والدائرة الساعية,,True,True
183199,Greenwich mean time (GMT),توقيت غر ينتش الوسطي,heure GMT,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=183199,التوقيت المحلي الوسطي عند خط طول (زوال) غر ينتش، وهو القوس عند خط الاستواء السماوي، أو الزاوية عند القطب السماوي المحصورة بين الجزء الأدنى لخط طول غر ينتش السماوي والدائرة الساعية,,True,True
183200,Greenwich meridian,خط طول غرينتش,méridien de Greenwich,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=183200,خط الطول المار بقرية غر ينتش في انكلترا، ويستخدم كمرجع توقيت غر ينتش  العالمي، وكخط بدء لقياسات خطوط الطول,,True,True
183219,H and D curve (Hurter and Driffield),منحني H و D منحنٍ مميز,courbe caractéristique (H et D),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=183219,انظر 'characteristic curve',,True,True
183220,H and D scale,سلم H و D (هورتر ودريفيلد),échelle H et D (Hurter et Driffield),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=183220,لقياس معدل سرعة الفلم، وتتراوح بين 1 و 23 شينر Scheiner',,True,True
183236,Hertz (Hz),هرتز (HZ),Hertz,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=183236,واحدة التردد: عدد الدورات في الثانية,,True,True
183255,ICW; interrupted continuous wave,موجة متواصلة مقطَّعة,onde continue interceptée,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=183255,موجة متواصلة تقطع بمعدل تردد صوتي ثابت وعالٍ بما يكفي لإعطاء تقطعات عديدة لكل نبضة تلغرافية مرمَّزة,,True,True
183256,IFR; instrument flight regulation,نظام تجهيزات الملاحة الجوية,règlement instrumental de l'aviation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=183256,عندما تكون الشروط الجوية تحت الحد الأدنى في نظام الطيران المرئي (VFR)، يفرض نظام خاص بالتجهيزات والمعدات اللازمة,,True,True
183308,Johnson noise,ضجيج جونسون,bruit de Johnson,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=183308,انظر 'thermal noise ',,True,True
183317,Kirchhoff's law (radiation law),قانون كيرشوف,loi de Kirchhoff,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=183317,قانون الإشعاع، وينص على أنه، في درجة حرارة معينة، تكون نسبة الإصدارية إلى الامتصاصية، من أجل طول موجي معين، هي نفسها بالنسبة لسائر الأجسام، وتساوي إصدارية جسم أسود مثالي له نفس درجة الحرارة والطول الموجي,,True,True
183322,LASER,ليزر,LASER,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=183322,عملية تضخيم الضوء من تحرير الطاقة المخزونة في نظام جزيئي أو ذري، وذلك بتحريض هذا النظام بواسطة إشارة دخل,,True,True
183319,Lambert,لامبرت,Lambert,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=183319,واحدة قياس الشدة الضوئية لسطوح سطح ما، ويعرَّف بسطوح سطح كامل التبعثر يشعُّ لومنا (Lumen) واحداً في السنتمتر المربع,,True,True
183320,Langley,لانغلي,Langley,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=183320,واحدة قياس  شدة الإضاءة وتساوي 4.184  مضروب 10 أس 4 جول/متر مربع,,True,True
183361,Lyman-alpha-radiation,إشعاع ليمان - ألفا,radiation Lyman-alpha,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=183361,الإشعاع الصادر عن الهيدروجين عند الطول الموجي 1.216 انغستروم، وقد لوحظ لأول مرة في الطيف الشمسي باستخدام مقاييس الطيف المحمولة على الصواريخ,,True,True
183371,MAZER,ميزر,MASER,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=183371,عملية تضخيم الموجات الميكروية من تحرير الطاقة المخزونة في نظام ميكروي جزيئي أو ذري، وذلك بتحريض هذا النظام بواسطة إشارة دخل. والميزر عبارة عن ليزر ميكروي,,True,True
183375,MSL; mean sea level,متوسط مستوى البحر,niveau moyen de la mer,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=183375,يحسب من عدد كبير من القرءات  المأخوذة في فواصل زمنية متساوية,,True,True
183408,MTI; moving target indicator,مؤشر هدف متحرك,indicateur d'objectif mouvant,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=183408,رادار يكشف صدى هدف صغير متحرك بين أصداء أهداف كبيرة ثابتة,,True,True
183388,Mie theory,نظرية مي,théorie de Mie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=183388,نظرية رياضية فيزيائية عن تشتت الإشعاع الكهرمغنطيسي بواسطة الجسيمات الكروية، وضعها في عام 1908 G.MIE وعلى عكس نظرية RAYLEIGH ، تشمل نظرية مي سائر نسب الأقطار إلى الأطوال الموجية. هذا وإن تشتت الطاقة الرادارية بسبب قطرات المطر، يشكل تطبيقاً هاماً لهذه النظر,,True,True
183470,P- band,نطاق P,bande - P,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=183470,نطاق ترددي يستخدم في الرادار، ويمتد من 225 إلى 390 ميغاهرتز,,True,True
183585,PCM; pulse code modulation,تعديل نبضي مرمَّز (رمز اصطلاحي),MIC; modulation des impulsions codées,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=183585,تعديل يشمل شفرة مؤلفة من نبضات تمثل معلومات ثنائية (binary) وهو تعبير عام يتطلب توصيفات إضافية خاصة بكل حالة,,True,True
183548,Planck's law,قانون بلانك,loi de Planck,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=183548,قانون يعبر عن تغيُّر قوة الإصدار الأحادي اللون كتابع للطول الموجي لإشعاع الجسم الأسود، في درجة حرارة معينة,,True,True
183590,Q- band,نطاق - Q,bande - Q,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=183590,نطاق ترددي يستخدم في الرادار، ويمتد من 36 - 46 جيغاهرتز,,True,True
183594,RADAR; radio detection and ranging,رادار,RADAR,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=183594,تقانة استخدام حزمة أشعة كهرمغنطيسية، منعكسة، وموقوتة، لكشف وتحديد موضع و/أو اقتفاء أثر الأجسام، ولقياس الارتفاع، والحصول على صور أو تمثيل مرئي لسطح الأرض. وفي مجال الاستشعار عن بعد، للأرض أو للكواكب الأخرى. تستخدم هذه التقانة لقياس خواص تشتت الإشعاع على ا,,True,True
183652,RBV; return beam vidicon,حزمة (ال…) المرتدة,RBV,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=183652,صِمام فيدكون معدَّل لآلة تصوير تلفزيونية، يعطي أعلى ميز في التصوير التلفزيوني، ويستخدم في سلسلة سواتل لاندسات LANDSAT. والفيدكون (آلة تصوير تلفزيونية) يمسح إلكترونيا ولا يتطلب وجود فلم، وهو تخزيني، ويستجيب لإشعاعات ما وراء المنطقة المرئية,,True,True
183641,RF; representative fraction,كسر تمثيلي,fractions représentative,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=183641,انظر (scale),,True,True
183627,Rayleigh scattering,تناثر رايلي,dispersion de Rayleigh,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=183627,تشتت ناتج عن جسيمات صغيرة الحجم بالمقارنة مع الأطوال الموجية المتشتتة، مثال ذلك تشتت الضوء الأزرق في الجو,,True,True
183626,Rayleigh-Jeans law,قانون رايلي -جينز,loi de Rayleigh-Jeans,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=183626,صيغة تقريبية لقانون بلانك (planck) لإشعاع جسم أسود، تصلح في الأطوال الموجية الميكروية,,True,True
183656,Roentgen,رونتجن,Rœntgen,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=183656,واحدة قياس الإشعاع، وهي عبارة عن كمية من الأشعة السينية، أو أشعة غاما، التي تنتج، نتيجة للتأين، شحنة مساوية لواحدة الكهرباء الساكنة في  سنتمتر مكعب من الهواء الجاف، بدرجة حرارة الصفر المئوي,,True,True
183683,SHORAN; short range navigation,شوران، ملاحة قصيرة المدى,navigation à courte distance,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=183683,نظام قياس إلكتروني للمسافة من محطة محمولة جواً إلى كل من محطتين أرضيتين,,True,True
183689,SLAR; side-looking airborne radar,رادار جانبي الرؤية محمول جواً، سلار,radar aéroporté à visée latérale,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=183689,انظر 'SLR',,True,True
183688,SLR; side-looking radar,رادار جانبي الرؤية,radar à visée latérale,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=183688,جهاز استشعار يعمل ليلاً  ونهاراً، وفي سائر الأحوال الجوية، وهو جهاز فاعل، إذ يولِّد طاقته الذاتية التي ترسل إلى الأرض ثم تلتقط لتنتج ما يشبه صورة الأرض المدروسة هذه,,True,True
183735,Stefan-Boltzmann law,قانون ستيفان - بولتزمان,loi de Stefan-Boltzmann,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=183735,أحد قوانين الإشعاع، وينص على أن قيمة الطاقة التي يشعّها جسم أسود مثالي في واحدة الزمن، من واحدة السطح، تتناسب مع درجة الحرارة المطلقة للجسم الأسود قوة 4,,True,True
183764,TACAN; tactical air navigation system,تاكان، نظام ملاحة جوية تكتيكي,système tactique aéronautique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=183764,نظام يستخدم التردد فوق العالي (UHF)، لإعطاء معلومات دقيقة عن المدى المائل وعن الاتجاه الزاوي,,True,True
183772,Tesla,تسلا,Tesla,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=183772,وحدة عالمية لقياس كثافة التدفق المغنطيسي، تساوي 10 اس 4 كاوس,,True,True
183857,VOR; very high frequency omnidirectional radio range,نظام فور الملاحي الجوي,VOR,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=183857,وسيلة ملاحية راديوية مساعدة، تعطي معلومات اتجاه زاوي تغطي 360 درجة من السمت,,True,True
183858,VORTAC; VOR TACAN,نظام فورتاك الملاحي الجوي,VORTAC,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=183858,محطة راديوية أرضية، تتألف من نظام VOR ومن نظام TACAN ، وتسمح بالحصول على الإحداثيات القطبية  انظر : 'VOR' ، 'TACAN',,True,True
183838,Van Allen belt,حزام فان ألن,ceinture de Van Allen,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=183838,نطاق الشدة العالية للإشعاع المحيط بالأرض، ويبدأ من ارتفاعات 1.000 كيلومتر تقريباً,,True,True
183841,Vernier engine (rocket),محرك فرنييه,engin (moteur) de Vernier,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=183841,محرك صاروخي ذو دفع صغير، يستخدم لضبط سرعة ومسار المركبات الفضائية فور توقف آخر محرك رفعي. ويستخدم بشكل ثانوي لزيادة دفع محرك التعزيز أو المداومة,,True,True
183864,Weber,ويبر,Weber,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=183864,واحدة التدفق المغنطيسي، وتساوي 100 مليون ماكسويل,,True,True
183871,X-ray; X-radiation,أشعة سينية,rayonnement x; rayons - X,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=183871,إشعاع كهرمغنطيسي، ذو أطوال موجيّة قصيرة جداً، ويقع في المجال من 0.1 إلى 100 أنغستروم بين أشعة غاما والأشعة فوق البنفسجية,,True,True
182683,abaxial,لا محوري,désaxé,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182683,خارج عن المحور,,True,True
182684,aberration,زيغ,aberration,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182684,قصور نظام ضوئي في تجميع الأشعة,,True,True
182685,ablation,تذرية,ablation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182685,تآكل الصخور بفعل الرياح,,True,True
182686,abort (to),أجهض,manquer,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182686,أخفق في مهمة فضائية,,True,True
182687,abrasion,خدْش,abrasion,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182687,خدوش في الطبقة الحساسة للفلم,,True,True
182688,absolute altitude,ارتفاع مُطلَق,altitude absolue,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182688,ارتفاع فوق السطح الفعلي,,True,True
183246,absolute humidity,رطوبة مطلقة,humidité absolue,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=183246,وزن بخار الماء الذي يحتويه حجم معين من الهواء، محسوباً بالغرام في المتر المكعب,,True,True
182689,absolute parallax,ابتعاد مطلق، تغيّر مطلق,parallaxe absolue,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182689,في حالة زوج من الصور الجوية العمودية، والتي لها نفس ارتفاع الطيران، يقصد بهذا المصطلح الفرق الجبري لبعد الخيالين عن النقطة الرئيسية لكل منهما في الاتجاه الموازي لخط الطيران، أي الخط الواصل بين النقطتين الرئيسيتين للصورتين,,True,True
182690,absolute pressure,ضغط مطلق,pression absolue,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182690,ضغط مقيس فوق قيمة ضغط تساوي الصفر,,True,True
182691,absolute temperature,درجة حرارة مطلقة,température absolue,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182691,درجة الحرارة منسوبة إلى الصفر المطلق,,True,True
182692,absolute zero temperature,درجة حرارة الصفر المطلق,température zéro absolu,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182692,درجة الحرارة النظرية التي تنعدم عندها حركة الجزيئات، وتبلغ قيمتها -273 درجة مئوية,,True,True
182693,absorbed light,ضوء ممتَصّ,lumière absorbée,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182693,أشعة ضوئية غير منعكسة وغير نافذة,,True,True
182694,absorptance; absortivity,امتصاصية,absorptivité,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182694,نسبة امتصاص الأشعة الضوئية,,True,True
182695,absorption,امتصاص,absorption,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182695,عملية امتصاص الأشعة الضوئية,,True,True
182696,absorption band,نطاق الامتصاص,bande d'absorption,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182696,مجال من ترددات الطيف الكهرمغنطيسي تمتصّ فيه الأشعة الضوئية,,True,True
182697,absorption factor,عامل الامتصاص,facteur d'absorption,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182697,,,True,True
182698,absorption line,خط الامتصاص,ligne d'absorption,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182698,مجال صغير جداً من ترددات الطيف الكهرمغنطيسي تمتصّ فيه الأشعة الضوئية,,True,True
182699,absorption spectrum,طيف الامتصاص,spectre d'absorption,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182699,مجموعة من نطاقات وخطوط الامتصاص,,True,True
182700,absorptive index,قرينة الامتصاص,indice d'absorption,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182700,القسم الخيالي من قرينة الانكسار لوسط ما,,True,True
182701,absorptive power,قدرة الامتصاص,pouvoir absorbant,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182701,تدفق الأشعة الممتصة في واحدة المساحة,,True,True
182702,absorptivity-emissivity ratio,نسبة الامتصاصية-الانبعاثية,taux d'absorptivité-émissivité,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182702,نسبة امتصاص الأشعة الشمسية إلى انبعاثية الأشعة تحت الحمراء,,True,True
182703,accommodation,مطابقة,accommodation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182703,قابلية العين لإعطاء خيالات واضحة,,True,True
182704,achromatic,لا لوني,achrome,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182704,إنفاذ الضوء دون إظهار ألوانه الأصلية,,True,True
182705,achromatic lens,عدسة لالونية,lentille achrome,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182705,عدسة مصححة من أجل الزيغ اللوني,,True,True
182706,actinic light,ضوء أكتيني,lumière actinique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182706,جزء من الطيف يحدث تغيرات كيميائية في طبقات التصوير الحساسة للضوء,,True,True
182707,actinic radiation,إشعاع أكتيني,radiation actinique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182707,إشعاع كهرمغنطيسي ذو قدرة على إحداث تفاعلات ضوئية كيميائية,,True,True
182708,actinometer,مقياس الأكتينية,actinomètre,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182708,جهاز متري لقياس القيمة الأكتينية للضوء وفق سلّم خاص,,True,True
182709,active,نشِط,actif,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182709,,,True,True
182710,active microwave,موجة ميكروية نشطة,micro-onde active,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182710,يشار إليها بمصطلح رادار انظر (radar),,True,True
182711,active system,نظام نشِط,système actif,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182711,نظام ذو منبع ذاتى من الإشعاع الكهرمغنطيسي,,True,True
182712,acutance,معمل الحدِّية,acutance,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182712,قدرة التصوير على إظهار حافة واضحة بين مناطق ذات إضاءة عالية وإضاءة منخفضة,,True,True
182713,adaptation; accommodation,تكيُّف,adaptation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182713,قابلية العين لضبط الحساسية حسب شدة الضوء,,True,True
182714,additive color process,عملية الألوان المضافة,procédé de couleurs additives,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182714,طريقة الحصول على سائر الألوان مضافاً إليها ألوان بنسب مختلفة، وذلك باستعمال أجهزة إسقاط مستقلة,,True,True
182715,adiabatic,كظيم,adiabatique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182715,دون تبادل حراري,,True,True
182716,adjustment,ضبْط,ajustement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182716,تصحيح القراءات لتقليل الأخطاء في النتائج,,True,True
182717,adsorption,امتزاز,adsorption,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182717,التصاق جزيئات مادة غريبة بسطح سائل أو جسم صلب,,True,True
182718,aerial camera,آلة التصوير الجوي,camera aéroportée,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182718,آلة مصممة للتصوير الجوي,,True,True
182719,aerial exposure index,قرينة التعريض الجوي,indice d'exposition aérienne,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182719,مقلوب ضعف التعريض الجوي معبّراً عنه بالمتر/ثانية,,True,True
182720,aerial film,فلم جوي,film aérien,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182720,فلم مصمَّم للتصوير الجوي,,True,True
182723,aerial photograph composite,صورة جوية مركبة,photographie aérienne composée,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182723,تؤخذ بآلة تصوير متعددة العدسات,,True,True
182721,aerial photograph oblique,صورة جوية مائلة,photographie aérienne oblique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182721,يكون فيها محور آلة التصوير بين الأفقي والعمودي,,True,True
182724,aerial photograph overlapping,صور جوية متراكبة (متداخلة),photographie aérienne superposée,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182724,يكون فيها جزء من المساحة الكلية المسقطة مشتركاً,,True,True
182722,aerial photograph vertical,صورة جوية عمودية,photographie aérienne verticale,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182722,يكون فيها توجيه محور آلة التصوير عموديا على سطح الأرض,,True,True
182725,aerial reconnaissance,استطلاع جوي,reconnaissance aérienne,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182725,تصوير جوي أو رصد بصري جوي,,True,True
182726,aerodynamics,ديناميكا (ال...) الهوائية,aérodynamique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182726,القوى المؤثرة في الأجسام عندما تتحرك في الجو,,True,True
182727,aeronautical chart,خارطة الملاحة الجوية,carte aéronautique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182727,توضع للمعابر الجوية المناسبة,,True,True
182728,aerospace,فضائي,aérospatial,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182728,صفة تتعلق بالغلاف الجوي والفضاء معاً,,True,True
182729,affine,تآلفي,affine,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182729,حالة هندسية يكون فيها مقياس أحد المحورين مختلفاً عن مقياس المحور الآخر,,True,True
182730,affine transformation,تحوُّل تآلفي,transformation affine,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182730,حالة يتم بموجبها تعديل المقياس التفاضلي,,True,True
182731,air base,قاعدة هوائية,base aérienne,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182731,المسافة بين موقع التقاط صورة جوية والصورة التي تليها مقيسة في الهواء على خط مسار الطيران,,True,True
182732,albedo,عاكسيَّة,albédo,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182732,نسبة شدّة الإشعاع الكهرمغنطيسي المنعكس إلى شدة الإشعاع الوارد,,True,True
182733,algorithm,خوارزمية,algorithme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182733,خطوات يتوجب اتباعها لحل مسألة ما في الحسابات الإلكترونية (الحاسوب),,True,True
182734,alpha particle,جسيم ألفا,particule alpha,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182734,جسيم ذو شحنة موجبة ينبعث من نوى ذرات معينة خلال التفكك الإشعاعي النووي,,True,True
182735,altimeter,مقياس الارتفاع,altimètre,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182735,جهاز لقياس المسافة الشاقولية فوق مستوى مرجعي معين، وهو عادة مستوى سطح البحر,,True,True
182736,altitude,ارتفاع,altitude,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182736,الارتفاع عموديا فوق مستوى البحر,,True,True
182737,ambiguity,التباس,ambiguïté,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182737,خيالات وهمية خاطئة بالنسبة لموقع الهدف الحقيقي,,True,True
182738,amplifier,مضخِّم,amplificateur,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182738,جهاز يعمل على زيادة القدرة,,True,True
182739,anaglyph,رؤية مجسَّمة,anaglyphe,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182739,تكون على زوج من الصور باستعمال نظارات مرشحة,,True,True
182740,analog,تماثلي,analogue; analogique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182740,يكون التماثل بطريق القياس,,True,True
182741,analog computer,حاسوب تماثلي,calculateur analogique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=182741,حاسوب يعتمد مبدأ القياس,,True,True
