id,english,arabic,french,uri,description,vt,uatv
141564,Bragg equation,معادلة براغ,équation de Bragg,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=141564,وهي العلاقة الرئيسية لنعيين التركيب البلوري من حيود الأشعة السينية,True,True
141580,Bronsted-Lowry acide-base theory,نظرية برونستد لاوري للحموض والقواعد,théorie de Br?nsted Lowry acido-basique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=141580,,True,True
141582,Brownian movement,حركة (ال...) البراونيّة,mouvement Brownien,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=141582,حركة ترى بالفحص المجهري للحبيبات الغروية وما شاكلها وتنشأ نتيجة لمصادمة جزيئات الوسط مع هذه الحبيبات,True,True
141595,Bunsen-burner,مِحراق بِنسن,brûleur de Bensen,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=141595,,True,True
141586,Büchner flask,قارورة بوخنير,flacon de Büchner,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=141586,,True,True
141587,Büchner funnel,قمع بخنير,entonnoir de Büchner,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=141587,,True,True
141712,Charle's law,قانون شارل,loi de Charle,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=141712,قانون يحدد تغيير حجم الغاز مع تغيير درجة الحرارة عند ثبوت الضغط,True,True
141777,Claisen flask,دورق كلاسين,ballon de Claisen,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=141777,,True,True
141962,Cottrel process,طريقة كوتريل,procédé Cottrell,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=141962,طريقة كهربية لترسيب الحبيبات الدقيقة العالقة بالأبخرة في المصانع,True,True
142025,Dalton's law,قانون دالتون,loi de Dalton,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=142025,,True,True
142026,Dalton's theory,نظرية دالتون,théorie de Dalton,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=142026,,True,True
142029,Daniel cell,خلية دانيال,pile Daniel,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=142029,,True,True
142039,Debye unit,وحدة ديباي,unité Debye,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=142039,,True,True
142038,Debye-Huckel theory,نظرية ديباي - هوكل,théorie de Debye-Hückel,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=142038,,True,True
142140,Dewar's vessel,إناء ديوار,vase de Dewar,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=142140,,True,True
142242,Dobreiner's triads,ثلالثيات دوبرينز,triades de Dobiener,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=142242,,True,True
142254,Down's cell,خلية دوان,cellule de Down,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=142254,استخلاص الصوديوم صناعيا بالتحليل الكهربائي لمصهور ملح الطعام,True,True
142433,Engler distillation,تقطير<انجلر>,distillation Engler,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=142433,لتحديد مدى درجات الغليان لأجزاء المزيج البترولي,True,True
142434,Engler viscosity,لزوجة <أنجلر>,viscosité Engler,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=142434,,True,True
142449,Epson salt,ملح ابسوم، كبريتات المغنسيوم,sel d'Epson; sulfate de magnésie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=142449,,True,True
142474,Erlenmeyer,ارلينة، كاس مخروطي,Erlenmeyer,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=142474,,True,True
142475,Erlenmeyer flask,دورق مخروطي، ارلنماير,fiole d'Erlenmeyer,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=142475,,True,True
142552,Faraday,فارادي,Faraday,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=142552,,True,True
142561,Fehling's solution,محلول فهلنغ,solution de Fehling,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=142561,,True,True
142599,Fehling's test,اختبار فهلنغ,test de Fehling,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=142599,,True,True
142564,Fenton's reagent,كاشف <فنتون>,réactif de Fenton,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=142564,,True,True
142607,Fittig's reaction,تفاعل فيتيغ,réaction de Fittig,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=142607,,True,True
142728,Gabriel's synthesis,اصطناع غابرييل,synthèse de Gabriel,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=142728,,True,True
142772,Gatterman-Koch reaction,تفاعل غاترمان-كوش,réaction de Gatterman-Koch,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=142772,,True,True
142775,Gay Lussac's law,قانون <غي لوشاك>,loi de Gay-Lussac,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=142775,,True,True
142776,Geiger counter,عدّاد غيجر,compteur de Geiger,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=142776,للكشف عن المواد المشعة,True,True
142787,Geneva nomenclature,تسمية جنيف,nomenclature de Genève,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=142787,,True,True
142788,Geneva termination,تسمية جنيف,nomenclature de Genève,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=142788,,True,True
142806,Glauber's salt,ملح <غلوبر>,sel de Glauber,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=142806,كبريتات الصوديوم تستعمل كمسهل,True,True
142809,Glover tower,برج <غلوفر>,tour de Glover,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=142809,,True,True
142822,Goldschmidt process,عملية غولد شميدت,processus de Goldschmidt,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=142822,,True,True
142823,Gouy balance,ميزان غوي,balance de Gouy,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=142823,الذي يستخدم لوزن المادة البار مغناطيسية,True,True
142829,Graham's law (of gases),قانون <غراهام>,loi de Graham,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=142829,في الغازات,True,True
142867,Grignard,غرينيارد,Grignard,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=142867,اسم علم,True,True
142852,Grignard compounds,مركبات غرينيارد,composé de Grignard,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=142852,مجموعة من المركبات العضوية الفلزية تستعمل بكثرة في التخليق الكيميائي وسميت باسم كاشفها العالم غرينيارد,True,True
142853,Grignard reaction,تفاعل غرينيارد، كاشف غرينيارد,réaction de Grignard,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=142853,,True,True
142856,Grothus mechanism,حركية غروتس، جروتس,mécanisme de Grotthus,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=142856,,True,True
142868,Haber process,عملية هابر، إجراء هابر,processus de Haber; procédé de Haber,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=142868,,True,True
142869,Haematin; hematin,هيماتين,hématine; hématosine,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=142869,,True,True
142914,Hempel burette,سحاحة <همبل>,burette de Hempel; éprouvette de Hempel,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=142914,لقياس حجم الغاز,True,True
142920,Herschel demulsibility number,عدد هرشل لتفكك الاستحلاب,nombre de Herschel de démulsibilité,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=142920,,True,True
142921,Hess's law of constant heat summation,قانون <هيس> للجمع الجبري الحراري الثابت,loi de Hess,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=142921,ان حرارة أي تفاعل لا تتغير سواء اعتبرنا التفاعل سلسلة من التفاعلات المرحلية أو خطوة واحدة,True,True
142937,Hinsberg reaction,تفاعل هنزبرغ,réaction de Hinsberg,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=142937,,True,True
142938,Hoffman reaction,تفاعل هوفمان,réaction de Hoffman,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=142938,,True,True
142964,Hund's rule,قاعدة هوند,règle de Hund,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=142964,التي تقول : تميل الالكترونات إلى عدم الازدواج، أو أن تكون مغازلها متوازية، أو أن يكون لها نفس عدد الكم المغزلي,True,True
142981,Hydrocol process,عملية هيدروكول,procédé de Hydrocol,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=142981,طريقة لاستخراج البنزين والكيروسين من الغاز الطبيعي,True,True
142917,Hérault-Hall process,إجراء هير-هول,processus de Hérault-Hall,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=142917,لتحضير الألومنيوم,True,True
143188,I.U.P.A.C.,اتحاد (ال...) الدولي للكيمياء البحتة والتطبيقية,U.I.C.P.A,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=143188,,True,True
143193,Jahn-Teller effect,تأثير جان-تيلر، ظاهرة جان-تيلر,effet de Jahn Teller,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=143193,,True,True
143202,Jolly balance,ميزان <جولي>,balance de Jolly,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=143202,لقياس الوزن النوعي بمقارنة الوزن في الماء والهواء,True,True
143203,Jolly's apparatus,جهاز <جولي>,appareil de Jolly,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=143203,للتحليل الحجمي للهواء,True,True
143204,Joule,جول,Joule,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=143204,,True,True
143206,Joule (unit),جول,Joule,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=143206,وحدة قياس للطاقة تساوي 10 مليون ارغ,True,True
143205,Joule-Thomson effect,تأثير جول-طومسون، ظاهرة جول-طومسون,effet Joule-Thomson,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=143205,,True,True
143233,Kipp's apparatus,جهاز كب,appareil de Kipp,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=143233,لتوليد كبريتيد الهيدروجين أو أي غاز آخر,True,True
143234,Kjeldahl flask,دورق كيلدال,flacon de Kjeldahl,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=143234,,True,True
143235,Kjeldahl's method,طريقة كيلدال,méthode de Kjeldahl,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=143235,لتقدير كميات النتروجين في المركبات العضوية,True,True
143348,L-electron,ألكترون L,électron-L,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=143348,الكترون ثنائي العدد الكمي الرئيسي,True,True
143438,L-shape,شكل حرف L,forme-L,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=143438,,True,True
143347,Le Chatelier-Braun principale,مبدأ <ليشاتلييه-براون>,loi Le Chatelier,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=143347,,True,True
143346,Leblanc process,إجراء لبلان,procédé Leblanc,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=143346,طريقة تستخدم لتحضير كربونات الصوديوم من كلوريد الصوديوم وتحمل اسم مخترعها,True,True
143354,Liebig's condenser,مكثف ليبيغ,condensateur de Liebig,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=143354,,True,True
143429,Lorentz transformation,تحويل لورنتز,transformation de Lorentz,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=143429,,True,True
143428,Lorentz-Lorenz equation,معادلة لورنتز-لورنز,équation de Lorentz-Lorenz,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=143428,,True,True
143430,Loschmidt number,عدد <لوشميدات>,nombre de Loschmidt,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=143430,عدد الجزيئات في سم3 من الغاز في الظروف القياسية 2.6872 x   10أس 15,True,True
143496,Marcovinkov's rule,قاعدة مركوفينكوف,règle de Marscovinkov,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=143496,,True,True
143498,Marsh test,اختبار مارش,test de Marsh,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=143498,,True,True
143523,Mendeleiev,مندليف,Mendeleiev,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=143523,,True,True
143524,Mendeleiev's table,جدول مندليف,table de Mendeleieff (Mendéléiev); classification périodique des éléments,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=143524,لترتيب العناصر الكيميائية,True,True
143643,Molish test,اختبار موليش,essai de Molish,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=143643,,True,True
143670,Napalm,نابالم,Napalm,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=143670,هلام بترولي للقنابل المحرقة بالميتات الصوديوم,True,True
143705,Nernst equation,معادلة نرست,équation de Nernst,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=143705,تأثير التركيز على جهد الخلية,True,True
143707,Nessler's solution,محلول نِسلِر,solution de Nessler,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=143707,,True,True
143818,Nylander solution; Nylander reagent,محلول نايلندر، كاشف نيلندر,réactif de Nylander,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=143818,,True,True
143849,Ohm's law,قانون أوم,loi d'Ohm,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=143849,,True,True
143866,Onsager's conductance theory,نظرية أنساجر للتوصيل,théorie d'Onsager pour la conductance,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=143866,,True,True
143911,Ostwald process,إجراء اوستوالد، عملية اوستوالد,processus d'Ostwald,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=143911,,True,True
143956,Pall ring (column),حلقة بال، عمود بال,anneau de Pall,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=143956,,True,True
143969,Paris green,أخضر باريس,vert de Paris,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=143969,مركب من النحاس والزرنج,True,True
143979,Paschen series,سلسلة باشن,série de Paschen,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=143979,,True,True
143991,Pauli exclusion principle,مبدأ الاستثناء لباولي,principe d'exclusion de Pauli,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=143991,وينص على أن أي الكترونين في ذرة ما، لا يمكن أن يكون لها نفس المجموعة من إعداد الكم الأربعة,True,True
143992,Pauli principle,مبدأ باولي,principe de Pauli,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=143992,,True,True
144272,Q-electron,ألكترون Q,électron-Q,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=144272,,True,True
144273,Q-shell,طبقة(ال...) Q,couche-Q,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=144273,الغلاف الالكتروني السباعي مجموعة الالكترونات السباعية,True,True
144485,R?entgen rays,أشعة روتنجن، أشعة x,rayons R?entgen,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=144485,,True,True
144323,Radii,أنصاف القطر,Radii,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=144323,,True,True
144346,Raney's alloy,إشابة راني، خليطة راني,alliage de Raney,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=144346,سبيكة مختزلة للنترات بها 30% نيكل و 70% ألومنيوم,True,True
144348,Raoult's law,قانون راؤول,loi tonométrique de Raoult,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=144348,الانخفاض النسبي في الضغط البخاري يساوي الكسر المولي للمذيب في محلول مخفف,True,True
144351,Rashig rings,حلقات راشغ,anneau Rashing,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=144351,,True,True
144416,Reimer's reaction,تفاعل رايمر,réaction de Reimer,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=144416,,True,True
144466,Rf-value (retention factor),قيمة R.F,valeur du facteur de rétention,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=144466,قيمة عامل الاستبقاء,True,True
144484,Roler reaction,تفاعل رولر، تفاعل أوكسو,synthèse oxo (hydroformulation),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=144484,,True,True
144488,Rose's crucible,بوتقة <روز>,creuset de Rose,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=144488,,True,True
144506,Rutherford,رذرفورد,Rutherford,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=144506,,True,True
144530,Sandmeyer's reaction,تفاعل ساندماير,réaction de Sandmeyer,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=144530,,True,True
144545,Schr?dinger equation,معادلة شرودنغر,équation de Schr?dinger,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=144545,تضفى على الالكترون الطبيعية الموجبة، والدقيقة معا، فهي تحتوي على الكتلة وطول الموجة المناسبة لها,True,True
144653,Solvay tower,برج سولفاي,tour de Solvay,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=144653,,True,True
144948,T- piece,أنبوب على شكل T، وصلة على شكل T، وصلة T,tube en T,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=144948,,True,True
144835,T-connection,وصلة قائمة ثلاثية (على شكل T)، أنبوب على شكل T، وصلة T,tube à forme T; tube en T,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=144835,,True,True
145018,Tyndall effect,تأثير تندال، ظاهرة تندال,effet de Tyndall,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=145018,وهي ظاهرة تشتت الضوء في المادة الغروانية في جميع الاتجاهات,True,True
145080,U-tube,أنبوب على شكل U، أنبوب U,tube à forme U; tube en U; tube-U,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=145080,,True,True
145194,VSEPR Theory,نظرية دفع الأزواج الالكترونية في طبقة التكافؤ,théorie de répulsion d'électron-paire à la couche de Valence,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=145194,,True,True
145107,Van der Waalls equations (law),معادلة فان ديرفال (قانون),équation de Van der Waals,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=145107,,True,True
145108,Van't Hoff's law,قانون <فانت هوف>,loi de Van't Hoof,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=145108,للضغط الأزموزي,True,True
145197,Walden optical inversion,تعاكس <ولدن> البصري، انقلاب <ولدن> البصري,inversion optique de Walden,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=145197,,True,True
145255,Werner's theory,نظرية فرنر,théorie de Werner,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=145255,,True,True
145262,Wheatstone bridge,حسر هويتستون,pont de Wheatstone,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=145262,,True,True
145269,Wien effect,تأثير فين,effet Wien,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=145269,تدرج الكمون، توصيلية الالكتروليت عند تدرج كمون عال جدا,True,True
145270,Wien's distribution law,قانون التوزيع ل<فين>,loi de distribution de Wein,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=145270,,True,True
145273,Wilson cloud chamber,غرفة الغيم لويلسن، غرفة السحاب لولسن,chambre de Wilson,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=145273,,True,True
145288,Wurtz synthesis,اصطناع فورتس، تخليق <فورتس>,synthèse de Wurtz,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=145288,,True,True
140829,aberration,زيغ,aberration,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=140829,,True,True
140830,ability,قدرة,pouvoir; capacité,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=140830,,True,True
140832,abnormal molecular weights,أوزان جزئية شاذة,poids moléculaires anormaux,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=140832,,True,True
140831,abnormality,شذوذ، حالة شاذة,anormalité,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=140831,,True,True
140833,abolish (to),أبطل,abolir,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=140833,,True,True
140834,abraison tester,جهاز اختبار السحج، رائز السحج,appareil vérificateur d'abrasion,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=140834,جهاز تختبر به مقاومة المواد للاحتكاك,True,True
140835,absolute,مطلق، صرف,absolu,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=140835,,True,True
140836,absolute alcohol,غول صرف، كحول صرف,alcool absolu,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=140836,الكحول الخالي من الماء والشوائب,True,True
140837,absolute density,كثافة مطلقة,densité absolue,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=140837,,True,True
140838,absolute entropie,أنتروبيا مطلقة، اعتلاج مطلق,entropie absolue,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=140838,,True,True
140839,absolute error,خطأ مطلق,erreur absolue,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=140839,,True,True
140840,absolute humidity,رطوبة مطلقة,humidité absolue,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=140840,,True,True
140841,absolute potential,كمون مطلق، جهد مطلق,potentiel absolu,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=140841,,True,True
140842,absolute pressure,ضغط مطلق,pression absolue,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=140842,,True,True
140843,absolute temperature,درجة الحرارة المطلقة,température absolue,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=140843,تقدير لدرجة الحرارة يعتمد على  القياس الحراري الذي يبدأ بالصفر المطلق,True,True
140844,absolute weight,وزن مطلق,poids absolu,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=140844,في الفراغ,True,True
140845,absolute zero,صفر (ال...) المطلق,zéro absolu,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=140845,درجة الحرارة التي تتوقف عندها حركة الجزيئات وتساوي 273 م,True,True
140846,absorb (to),مصّ، امتصّ,absorber,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=140846,,True,True
140847,absorbent,ماصّ، ممتصّ,absorbant,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=140847,المادة القابلة لتغلغل سائل أو غاز داخلها,True,True
